nodename1,nodename2,weight
Duke Energy,'Energy',1
'Energy','Commercial Renewables',1
Duke Energy,'Commercial Renewables',1
'Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'FERC',1
'FERC','ALJ',1
Duke Energy,'ALJ',1
Duke Energy,'FERC',1
'FERC','ALJ',1
Duke Energy,'ALJ',1
'FERC','Liabilities',1
Duke Energy,'Liabilities',1
Duke Energy,'FERC',1
'FERC','CPCN',1
Duke Energy,'CPCN',1
Duke Energy,'FERC',1
'FERC','CPCN',1
Duke Energy,'CPCN',1
'FERC','Circuit Court of Appeals',1
Duke Energy,'Circuit Court of Appeals',1
Duke Energy,'FERC',1
'FERC','CPCN',1
Duke Energy,'CPCN',1
'FERC','FERC',1
Duke Energy,'FERC',1
Duke Energy,'FERC',1
'FERC','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'FERC',1
'FERC','Duke Energy Progress’',1
Duke Energy,'Duke Energy Progress’',1
Duke Energy,'FERC',1
'FERC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'FERC',1
'FERC','EIS',1
Duke Energy,'EIS',1
'FERC','FERC',1
Duke Energy,'FERC',1
Duke Energy,'FERC',1
'FERC','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'FERC',1
'FERC','FERC',1
Duke Energy,'FERC',1
Duke Energy,'FERC',1
'FERC','MISO',1
Duke Energy,'MISO',1
Duke Energy,'FERC',1
'FERC','MISO',1
Duke Energy,'MISO',1
'FERC','MISO',1
Duke Energy,'MISO',1
'FERC','MISO',1
Duke Energy,'MISO',1
'FERC','MVP',1
Duke Energy,'MVP',1
Duke Energy,'FERC',1
'FERC','MISO',1
Duke Energy,'MISO',1
'FERC','RTO',1
Duke Energy,'RTO',1
Duke Energy,'FERC',1
'FERC','MW',1
Duke Energy,'MW',1
Duke Energy,'FERC',1
'FERC','NRC',1
Duke Energy,'NRC',1
'FERC','EPA',1
Duke Energy,'EPA',1
Duke Energy,'FERC',1
'FERC','PJM Interconnection',1
Duke Energy,'PJM Interconnection',1
'FERC','LLC',1
Duke Energy,'LLC',1
'FERC','PJM',1
Duke Energy,'PJM',1
Duke Energy,'FERC',1
'FERC','Partial Notices to Proceed',1
Duke Energy,'Partial Notices to Proceed',1
Duke Energy,'Fair',1
'Fair','Unamortized',1
Duke Energy,'Unamortized',1
Duke Energy,'Federal State Foreign Total',1
'Federal State Foreign Total','Federal State Total',1
Duke Energy,'Federal State Total',1
'Federal State Foreign Total','Consolidated   Statements of Operations',1
Duke Energy,'Consolidated   Statements of Operations',1
'Federal State Foreign Total','Duke   Energy',1
Duke Energy,'Duke   Energy',1
Duke Energy,'Federal State',1
'Federal State','Federal State',1
Duke Energy,'Federal State',1
'Federal State','Consolidated Statements of Operations',1
Duke Energy,'Consolidated Statements of Operations',1
'Federal State','Piedmont',1
Duke Energy,'Piedmont',1
'Federal State','NOL',1
Duke Energy,'NOL',1
Duke Energy,'Financial Accounting Standards Board',1
'Financial Accounting Standards Board','FASB',1
Duke Energy,'FASB',1
Duke Energy,'Financial Accounting Standards Board',1
'Financial Accounting Standards Board','FERC',1
Duke Energy,'FERC',1
Duke Energy,'GAAP',1
'GAAP','AOCI',1
Duke Energy,'AOCI',1
Duke Energy,'GAAP',1
'GAAP','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'GAAP','GAAP',1
Duke Energy,'GAAP',1
'GAAP','Duke Energy',1
Duke Energy,'Duke Energy',1
'GAAP','GAAP',1
Duke Energy,'GAAP',1
'GAAP','EPS',1
Duke Energy,'EPS',1
Duke Energy,'GAAP',1
'GAAP','EPS',1
Duke Energy,'EPS',1
'GAAP','International',1
Duke Energy,'International',1
Duke Energy,'GAAP',1
'GAAP','Midwest Generation Disposal Group',1
Duke Energy,'Midwest Generation Disposal Group',1
Duke Energy,'Gas Utilities',1
'Gas Utilities','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Georgia Natural Gas Company',1
'Georgia Natural Gas Company','Piedmont Energy  Company',1
Duke Energy,'Piedmont Energy  Company',1
Duke Energy,'Georgia Natural Gas Company',1
'Georgia Natural Gas Company','Piedmont Energy Company',1
Duke Energy,'Piedmont Energy Company',1
Duke Energy,'Goldman,1
'Goldman,Sachs & Co.',1
Duke Energy,Sachs & Co.',1
'Goldman,'JPMorgan Chase   Bank',1
Duke Energy,'JPMorgan Chase   Bank',1
'Goldman,'DEFPF',1
Duke Energy,'DEFPF',1
Duke Energy,'Goldman,1
'Goldman,Sachs & Co.',1
Duke Energy,Sachs & Co.',1
'Goldman,'JPMorgan Chase Bank',1
Duke Energy,'JPMorgan Chase Bank',1
'Goldman,'N.A.',1
Duke Energy,'N.A.',1
'Goldman,'Duke  Energy Corporation’s',1
Duke Energy,'Duke  Energy Corporation’s',1
Duke Energy,'IGCC',1
'IGCC','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
Duke Energy,'IGCC',1
'IGCC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'IGCC',1
'IGCC','IGCC',1
Duke Energy,'IGCC',1
Duke Energy,'II',1
'II','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'II',1
'II','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'II',1
'II','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'II',1
'II','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'II','Consolidated Statement of Operations',1
Duke Energy,'Consolidated Statement of Operations',1
Duke Energy,'II',1
'II','Operations',1
Duke Energy,'Operations',1
Duke Energy,'II\x0cCoal Ash Management Act',1
'II\x0cCoal Ash Management Act','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'II\x0cCoal Ash Management Act','EPA',1
Duke Energy,'EPA',1
Duke Energy,'II\x0cDUKE ENERGY CORPORATION',1
'II\x0cDUKE ENERGY CORPORATION','OPERATIONS',1
Duke Energy,'OPERATIONS',1
Duke Energy,'II\x0cFinancial',1
'II\x0cFinancial','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'II\x0cFinancial','GAAP',1
Duke Energy,'GAAP',1
'II\x0cFinancial','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'II\x0cFinancial','GAAP',1
Duke Energy,'GAAP',1
'II\x0cFinancial','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'II\x0cFinancial','Duke Energy',1
Duke Energy,'Duke Energy',1
'II\x0cFinancial','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'II\x0cMatters Impacting Future Results',1
'II\x0cMatters Impacting Future Results','EPA',1
Duke Energy,'EPA',1
'II\x0cMatters Impacting Future Results','CCR',1
Duke Energy,'CCR',1
Duke Energy,'II\x0cNuclear Decommissioning Trust Funds',1
'II\x0cNuclear Decommissioning Trust Funds','NRC',1
Duke Energy,'NRC',1
'II\x0cNuclear Decommissioning Trust Funds','NCUC',1
Duke Energy,'NCUC',1
'II\x0cNuclear Decommissioning Trust Funds','PSCSC',1
Duke Energy,'PSCSC',1
'II\x0cNuclear Decommissioning Trust Funds','FPSC',1
Duke Energy,'FPSC',1
'II\x0cNuclear Decommissioning Trust Funds','Duke  Energy',1
Duke Energy,'Duke  Energy',1
Duke Energy,'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
Duke Energy,'II\x0cStock Performance Graph',1
'II\x0cStock Performance Graph','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'II\x0cStock Performance Graph','Standard & Poor’s',1
Duke Energy,'Standard & Poor’s',1
Duke Energy,'II\x0cYear Ended December 31,1
'II\x0cYear Ended December 31,2017',1
Duke Energy,2017',1
'II\x0cYear Ended December 31,'Electric Utilities',1
Duke Energy,'Electric Utilities',1
'II\x0cYear Ended December 31,'Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'IURC',1
'IURC','Duke   Energy Indiana',1
Duke Energy,'Duke   Energy Indiana',1
Duke Energy,'IURC',1
'IURC','Duke  Energy Indiana’s',1
Duke Energy,'Duke  Energy Indiana’s',1
Duke Energy,'IURC',1
'IURC','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
'IURC','IGCC',1
Duke Energy,'IGCC',1
'IURC','Duke  Energy Indiana’s',1
Duke Energy,'Duke  Energy Indiana’s',1
Duke Energy,'IURC',1
'IURC','FERC',1
Duke Energy,'FERC',1
Duke Energy,'IV\x0cDuke Energy',1
'IV\x0cDuke Energy','Consolidated Financial Statements Consolidated Statements of Operations and Comprehensive Income for',1
Duke Energy,'Consolidated Financial Statements Consolidated Statements of Operations and Comprehensive Income for',1
Duke Energy,'Infrastructure Gas Utilities',1
'Infrastructure Gas Utilities','Duke Energy',1
Duke Energy,'Duke Energy',1
'Infrastructure Gas Utilities','Cash Flows',1
Duke Energy,'Cash Flows',1
Duke Energy,'Infrastructure(d)(e) Commercial Renewables Other(f',1
'Infrastructure(d)(e) Commercial Renewables Other(f','Income Tax Expense From Continuing Operations',1
Duke Energy,'Income Tax Expense From Continuing Operations',1
Duke Energy,'Internal Control Over Financial Reporting',1
'Internal Control Over Financial Reporting','Exchange',1
Duke Energy,'Exchange',1
Duke Energy,'International Energy',1
'International Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
'International Energy','International Energy',1
Duke Energy,'International Energy',1
'International Energy','NMC',1
Duke Energy,'NMC',1
Duke Energy,'JDA',1
'JDA','JDA',1
Duke Energy,'JDA',1
'JDA','Duke Energy',1
Duke Energy,'Duke Energy',1
'JDA','Duke Energy',1
Duke Energy,'Duke Energy',1
'JDA','Duke Energy',1
Duke Energy,'Duke Energy',1
'JDA','Piedmont Corporate',1
Duke Energy,'Piedmont Corporate',1
Duke Energy,'JDA',1
'JDA','Operating',1
Duke Energy,'Operating',1
'JDA','Consolidated',1
Duke Energy,'Consolidated',1
Duke Energy,'KO Transmission’s',1
'KO Transmission’s','Columbi',1
Duke Energy,'Columbi',1
Duke Energy,'KO Transmission’s',1
'KO Transmission’s','Columbia Gas Transmission Corporation',1
Duke Energy,'Columbia Gas Transmission Corporation',1
Duke Energy,'KPSC',1
'KPSC','CPCN',1
Duke Energy,'CPCN',1
Duke Energy,'L.P.',1
'L.P.','Enerlam   Holding Ltd.',1
Duke Energy,'Enerlam   Holding Ltd.',1
Duke Energy,'LLC',1
'LLC','Constitution Pipeline Company',1
Duke Energy,'Constitution Pipeline Company',1
'LLC','LLC',1
Duke Energy,'LLC',1
'LLC','Williams Partners',1
Duke Energy,'Williams Partners',1
'LLC','Cabot Pipeline Holdings LLC',1
Duke Energy,'Cabot Pipeline Holdings LLC',1
'LLC','Piedmont Constitution  Pipeline Company',1
Duke Energy,'Piedmont Constitution  Pipeline Company',1
'LLC','LLC',1
Duke Energy,'LLC',1
Duke Energy,'LLC',1
'LLC','Sabal Trail',1
Duke Energy,'Sabal Trail',1
Duke Energy,'LLC',1
'LLC','Williams Partners',1
Duke Energy,'Williams Partners',1
'LLC','Cabot Pipeline Holdings LLC',1
Duke Energy,'Cabot Pipeline Holdings LLC',1
Duke Energy,'Long-Term Debt on',1
'Long-Term Debt on','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Long-Term Debt',1
'Long-Term Debt','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'MD&A',1
'MD&A','EPA',1
Duke Energy,'EPA',1
'MD&A','Duke  Energy’s',1
Duke Energy,'Duke  Energy’s',1
Duke Energy,'MD&A',1
'MD&A','Global Climate Change',1
Duke Energy,'Global Climate Change',1
'MD&A','GHG',1
Duke Energy,'GHG',1
Duke Energy,'MGP',1
'MGP','MGP',1
Duke Energy,'MGP',1
Duke Energy,'MISO',1
'MISO','FERC',1
Duke Energy,'FERC',1
'MISO','MVP',1
Duke Energy,'MVP',1
Duke Energy,'Management’s Discussion and Analysis of Financial  Condition and Results of Operations',1
'Management’s Discussion and Analysis of Financial  Condition and Results of Operations','EPA',1
Duke Energy,'EPA',1
'Management’s Discussion and Analysis of Financial  Condition and Results of Operations','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Merrill Lynch',1
'Merrill Lynch','Pierce,1
Duke Energy,'Pierce,1
'Merrill Lynch',Fenner & Smith Incorporated',1
Duke Energy,Fenner & Smith Incorporated',1
Duke Energy,'Midwest Generation Disposal Group',1
'Midwest Generation Disposal Group','Duke Energy',1
Duke Energy,'Duke Energy',1
'Midwest Generation Disposal Group','Midwest',1
Duke Energy,'Midwest',1
'Midwest Generation Disposal Group','Duke Energy Retail',1
Duke Energy,'Duke Energy Retail',1
'Midwest Generation Disposal Group','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Moody’s Investors Service,1
'Moody’s Investors Service,Inc. MTBE',1
Duke Energy,Inc. MTBE',1
Duke Energy,'Moody’s Investors Service,1
'Moody’s Investors Service,Inc.',1
Duke Energy,Inc.',1
'Moody’s Investors Service,'Moody’s',1
Duke Energy,'Moody’s',1
'Moody’s Investors Service,'Standard & Poor’s Rating   Services',1
Duke Energy,'Standard & Poor’s Rating   Services',1
'Moody’s Investors Service,'S&P',1
Duke Energy,'S&P',1
'Moody’s Investors Service,'Fitch Ratings,1
Duke Energy,'Fitch Ratings,1
'Moody’s Investors Service,Inc.',1
Duke Energy,Inc.',1
'Moody’s Investors Service,'Duke  Energy Registrants',1
Duke Energy,'Duke  Energy Registrants',1
Duke Energy,'NASDAQ',1
'NASDAQ','NYSE',1
Duke Energy,'NYSE',1
Duke Energy,'NCDEQ',1
'NCDEQ','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'NCDEQ',1
'NCDEQ','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'NCDEQ',1
'NCDEQ','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'NCDEQ','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'NCUC',1
'NCUC','CPCN',1
Duke Energy,'CPCN',1
'NCUC','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'NCUC',1
'NCUC','Duke Energy Progress’',1
Duke Energy,'Duke Energy Progress’',1
Duke Energy,'NCUC',1
'NCUC','Duke Energy',1
Duke Energy,'Duke Energy',1
'NCUC','Duke Energy Progress’',1
Duke Energy,'Duke Energy Progress’',1
Duke Energy,'NCUC',1
'NCUC','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'NCUC',1
'NCUC','PSCSC',1
Duke Energy,'PSCSC',1
Duke Energy,'NCUC',1
'NCUC','PSCSC',1
Duke Energy,'PSCSC',1
'NCUC','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
Duke Energy,'NCUC',1
'NCUC','PSCSC',1
Duke Energy,'PSCSC',1
'NCUC','FPSC',1
Duke Energy,'FPSC',1
'NCUC','PUCO',1
Duke Energy,'PUCO',1
'NCUC','IURC',1
Duke Energy,'IURC',1
'NCUC','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'NCUC',1
'NCUC','PSCSC',1
Duke Energy,'PSCSC',1
'NCUC','PUCO',1
Duke Energy,'PUCO',1
'NCUC','KPSC',1
Duke Energy,'KPSC',1
'NCUC','Tennessee Public Utility Commission',1
Duke Energy,'Tennessee Public Utility Commission',1
'NCUC','TPUC',1
Duke Energy,'TPUC',1
'NCUC','Pipeline',1
Duke Energy,'Pipeline',1
'NCUC','Hazardous Materials Safety Administration',1
Duke Energy,'Hazardous Materials Safety Administration',1
'NCUC','PHMSA',1
Duke Energy,'PHMSA',1
'NCUC','FERC',1
Duke Energy,'FERC',1
Duke Energy,'NDTF',1
'NDTF','NDTF',1
Duke Energy,'NDTF',1
'NDTF','AFS',1
Duke Energy,'AFS',1
Duke Energy,'NDTF',1
'NDTF','NRC',1
Duke Energy,'NRC',1
'NDTF','FERC',1
Duke Energy,'FERC',1
'NDTF','NCUC',1
Duke Energy,'NCUC',1
'NDTF','PSCSC',1
Duke Energy,'PSCSC',1
'NDTF','FPSC',1
Duke Energy,'FPSC',1
'NDTF','IRS',1
Duke Energy,'IRS',1
Duke Energy,'NMC',1
'NMC','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'NMC','NMC',1
Duke Energy,'NMC',1
Duke Energy,'NMC',1
'NMC','MTBE',1
Duke Energy,'MTBE',1
Duke Energy,'NOL',1
'NOL','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'NOL','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'NOL',1
'NOL','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'NOL',1
'NOL','NOL',1
Duke Energy,'NOL',1
Duke Energy,'NPNS',1
'NPNS','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'NRC',1
'NRC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'NRC',1
'NRC','Duke Energy',1
Duke Energy,'Duke Energy',1
'NRC','NRC',1
Duke Energy,'NRC',1
Duke Energy,'NRC',1
'NRC','Expiration',1
Duke Energy,'Expiration',1
Duke Energy,'NRC',1
'NRC','Internal Revenue Code',1
Duke Energy,'Internal Revenue Code',1
'NRC','NCUC',1
Duke Energy,'NCUC',1
'NRC','PSCSC',1
Duke Energy,'PSCSC',1
Duke Energy,'NRC',1
'NRC','NRC',1
Duke Energy,'NRC',1
Duke Energy,'National Pollutant  Discharge Elimination System',1
'National Pollutant  Discharge Elimination System','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Natural Gas/Fuel Oil',1
'Natural Gas/Fuel Oil','Hydro',1
Duke Energy,'Hydro',1
'Natural Gas/Fuel Oil','Hydro',1
Duke Energy,'Hydro',1
'Natural Gas/Fuel Oil','General Services',1
Duke Energy,'General Services',1
'Natural Gas/Fuel Oil','Wholesale/Other51% Power',1
Duke Energy,'Wholesale/Other51% Power',1
Duke Energy,'New Source Review',1
'New Source Review','NSR',1
Duke Energy,'NSR',1
'New Source Review','CAA',1
Duke Energy,'CAA',1
'New Source Review','NYSDEC',1
Duke Energy,'NYSDEC',1
Duke Energy,'New York State Department of Environmental Conservation',1
'New York State Department of Environmental Conservation','NYSDEC',1
Duke Energy,'NYSDEC',1
Duke Energy,'New York Stock Exchange',1
'New York Stock Exchange','LLC',1
Duke Energy,'LLC',1
'New York Stock Exchange','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'New York Stock Exchange','Progress Energy',1
Duke Energy,'Progress Energy',1
'New York Stock Exchange','LLC',1
Duke Energy,'LLC',1
'New York Stock Exchange','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'North Carolina Department of Environmental   Quality',1
'North Carolina Department of Environmental   Quality','Environment and Natural Resources',1
Duke Energy,'Environment and Natural Resources',1
Duke Energy,'North Carolina Municipal Power Agency',1
'North Carolina Municipal Power Agency','NCEMC',1
Duke Energy,'NCEMC',1
'North Carolina Municipal Power Agency','Piedmont Municipal Power Agency',1
Duke Energy,'Piedmont Municipal Power Agency',1
Duke Energy,'OPEB',1
'OPEB','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'OPEB','Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
'OPEB','II\x0cDUKE ENERGY CORPORATION CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'II\x0cDUKE ENERGY CORPORATION CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'OPEB',1
'OPEB','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'OPEB','OPEB',1
Duke Energy,'OPEB',1
Duke Energy,'Oconee',1
'Oconee','Catawba',1
Duke Energy,'Catawba',1
Duke Energy,'Office of Regulatory Staff',1
'Office of Regulatory Staff','Osprey Plant',1
Duke Energy,'Osprey Plant',1
Duke Energy,'Operations',1
'Operations','Equity Method Investments',1
Duke Energy,'Equity Method Investments',1
Duke Energy,'Operations',1
'Operations','PSCSC',1
Duke Energy,'PSCSC',1
'Operations','FPSC',1
Duke Energy,'FPSC',1
'Operations','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Osprey',1
'Osprey','Hines',1
Duke Energy,'Hines',1
Duke Energy,'PIEDMONT NATURAL GAS COMPANY',1
'PIEDMONT NATURAL GAS COMPANY','Registrant)',1
Duke Energy,'Registrant)',1
Duke Energy,'PJM Interconnection',1
'PJM Interconnection','LLC',1
Duke Energy,'LLC',1
'PJM Interconnection','PJM',1
Duke Energy,'PJM',1
'PJM Interconnection','OVEC',1
Duke Energy,'OVEC',1
Duke Energy,'PSCSC',1
'PSCSC','Duke Energy   Carolinas',1
Duke Energy,'Duke Energy   Carolinas',1
Duke Energy,'PSCSC',1
'PSCSC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'PSCSC',1
'PSCSC','FPSC',1
Duke Energy,'FPSC',1
'PSCSC','PUCO',1
Duke Energy,'PUCO',1
'PSCSC','IURC',1
Duke Energy,'IURC',1
'PSCSC','KPSC',1
Duke Energy,'KPSC',1
'PSCSC','TPUC',1
Duke Energy,'TPUC',1
'PSCSC','NCUC',1
Duke Energy,'NCUC',1
'PSCSC','PSCSC',1
Duke Energy,'PSCSC',1
'PSCSC','FPSC',1
Duke Energy,'FPSC',1
'PSCSC','PUCO',1
Duke Energy,'PUCO',1
'PSCSC','IURC',1
Duke Energy,'IURC',1
'PSCSC','KPSC',1
Duke Energy,'KPSC',1
Duke Energy,'PSCSC',1
'PSCSC','Office of Regulatory Staff',1
Duke Energy,'Office of Regulatory Staff',1
'PSCSC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'PSCSC',1
'PSCSC','PUCO',1
Duke Energy,'PUCO',1
'PSCSC','TPUC',1
Duke Energy,'TPUC',1
'PSCSC','KPSC',1
Duke Energy,'KPSC',1
Duke Energy,'PUCO',1
'PUCO','ASRP',1
Duke Energy,'ASRP',1
Duke Energy,'PUCO',1
'PUCO','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Piedmont  Natural Gas Company,1
'Piedmont  Natural Gas Company,Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Piedmont  Natural Gas Company,1
'Piedmont  Natural Gas Company,Inc.',1
Duke Energy,Inc.',1
'Piedmont  Natural Gas Company,'The Bank of New York Mellon Trust Company',1
Duke Energy,'The Bank of New York Mellon Trust Company',1
'Piedmont  Natural Gas Company,'N.A.',1
Duke Energy,'N.A.',1
Duke Energy,'Piedmont ACP Company',1
'Piedmont ACP Company','LLC',1
Duke Energy,'LLC',1
'Piedmont ACP Company','Dominion Atlantic Coast Pipeline',1
Duke Energy,'Dominion Atlantic Coast Pipeline',1
'Piedmont ACP Company','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Piedmont Electric Membership Corporation',1
'Piedmont Electric Membership Corporation','Rutherford  Electric Membership Corporation',1
Duke Energy,'Rutherford  Electric Membership Corporation',1
'Piedmont Electric Membership Corporation','Blue Ridge Electric Membership',1
Duke Energy,'Blue Ridge Electric Membership',1
'Piedmont Electric Membership Corporation','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Piedmont Energy Company',1
'Piedmont Energy Company','Georgia Natural Gas Company',1
Duke Energy,'Georgia Natural Gas Company',1
Duke Energy,'Piedmont Natural  Gas Company,1
'Piedmont Natural  Gas Company,Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Piedmont Natural Gas Company',1
'Piedmont Natural Gas Company','Duke  Energy Corporation',1
Duke Energy,'Duke  Energy Corporation',1
'Piedmont Natural Gas Company','Forest Subsidiary,1
Duke Energy,'Forest Subsidiary,1
'Piedmont Natural Gas Company',Inc.',1
Duke Energy,Inc.',1
'Piedmont Natural Gas Company','Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Corporation’s',1
Duke Energy,'Piedmont Natural Gas Company,1
'Piedmont Natural Gas Company,Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Piedmont Natural Gas Company,1
'Piedmont Natural Gas Company,Inc.',1
Duke Energy,Inc.',1
'Piedmont Natural Gas Company,'Piedmont) Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Piedmont) Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Piedmont Natural Gas Company,1
Duke Energy,'Piedmont Purchases',1
'Piedmont Purchases','DUKE ENERGY CAROLINAS',1
Duke Energy,'DUKE ENERGY CAROLINAS',1
Duke Energy,'Piedmont',1
'Piedmont','Citibank',1
Duke Energy,'Citibank',1
'Piedmont','N.A.',1
Duke Energy,'N.A.',1
'Piedmont','Trustee',1
Duke Energy,'Trustee',1
Duke Energy,'Piedmont',1
'Piedmont','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Piedmont',1
'Piedmont','Gas Utilities',1
Duke Energy,'Gas Utilities',1
Duke Energy,'Piedmont',1
'Piedmont','Liabilities',1
Duke Energy,'Liabilities',1
Duke Energy,'Piedmont',1
'Piedmont','MPP',1
Duke Energy,'MPP',1
Duke Energy,'Piedmont',1
'Piedmont','NCUC',1
Duke Energy,'NCUC',1
Duke Energy,'Pine Needle LNG Company',1
'Pine Needle LNG Company','LLC Pioneer',1
Duke Energy,'LLC Pioneer',1
Duke Energy,'Pine Needle',1
'Pine Needle','Hardy Storage',1
Duke Energy,'Hardy Storage',1
'Pine Needle','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Pioneer Transmission',1
'Pioneer Transmission','LLC',1
Duke Energy,'LLC',1
'Pioneer Transmission','Duke Energy Corporation’s',1
Duke Energy,'Duke Energy Corporation’s',1
Duke Energy,'Pipeline and Storage Investments',1
'Pipeline and Storage Investments','Gas Utilities',1
Duke Energy,'Gas Utilities',1
'Pipeline and Storage Investments','Atlantic Coast Pipeline',1
Duke Energy,'Atlantic Coast Pipeline',1
'Pipeline and Storage Investments','LLC',1
Duke Energy,'LLC',1
'Pipeline and Storage Investments','ACP',1
Duke Energy,'ACP',1
'Pipeline and Storage Investments','Atlantic Coast Pipeline',1
Duke Energy,'Atlantic Coast Pipeline',1
'Pipeline and Storage Investments','ACP Pipeline',1
Duke Energy,'ACP Pipeline',1
'Pipeline and Storage Investments','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Progress Energy',1
'Progress Energy','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Progress Energy',1
'Progress Energy','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'Progress Energy',1
'Progress Energy','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Progress Energy,1
'Progress Energy,Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Progress Energy,1
'Progress Energy,Inc.',1
Duke Energy,Inc.',1
'Progress Energy,'CP&L Energy,1
Duke Energy,'CP&L Energy,1
'Progress Energy,Inc.',1
Duke Energy,Inc.',1
'Progress Energy,'File',1
Duke Energy,'File',1
Duke Energy,'Progress Energy,1
'Progress Energy,Inc.',1
Duke Energy,Inc.',1
'Progress Energy,'CP&L Energy,1
Duke Energy,'CP&L Energy,1
'Progress Energy,Inc.',1
Duke Energy,Inc.',1
'Progress Energy,'The Chase Manhattan Bank',1
Duke Energy,'The Chase Manhattan Bank',1
'Progress Energy,'Trustee',1
Duke Energy,'Trustee',1
Duke Energy,'Progress Energy’s',1
'Progress Energy’s','NCUC',1
